,Chd1_Ctrl1,Chd1_Auxin1,Chd1_Ctrl2,Chd1_Auxin2
FBgn0040359,43.0545163273257,24.6135470423961,20.8944403673041,18.7931605522668
FBgn0040358,54.8945083173403,45.2889265580089,64.6732678035602,42.2846112426004
FBgn0029568,19.3745323472966,40.3662171495297,20.8944403673041,30.0690568836269
FBgn0040357,16.1454436227471,18.7062957522211,12.934653560712,15.0345284418135
FBgn0040367,113.01810535923,115.191400158414,97.5073883807523,69.5346940433873
FBgn0025642,122.705371532878,355.4196192922,110.442041941464,405.932267928964
FBgn0004650,17.2218065309303,26.5826308057878,19.8994670164801,29.1293988560136
FBgn0024362,287.388896484899,306.192525207408,284.562378335665,346.733812189323
FBgn0024361,50.5890566846077,46.2734684397048,36.8140139804881,43.2242692702137
FBgn0024364,313.221606281294,294.378022627058,313.416605509561,336.397573885576
FBgn0029573,11.8399919900146,20.6753795156128,16.914546964008,14.0948704142001
FBgn0024987,709.323156492691,755.143623260714,692.501452173506,787.43342713998
FBgn0023169,386.414284037748,428.275718537693,371.125059857353,426.604744536457
FBgn0052813,1171.08284410326,1095.79511432748,1200.93283444457,1211.2191975936
FBgn0024985,472.5233166924,493.255482729619,457.687741379041,467.010039723831
FBgn0027794,167.91261367657,221.521923381565,201.979590217273,210.483398185389
FBgn0027795,76.4217664810031,77.7788086539718,73.6280279609762,65.7760619329339
FBgn0024986,247.563468882123,305.207983325712,233.818737443641,282.837066311616
FBgn0000826,105.483565001948,124.052277093677,100.492308433224,109.000331203148
